Code,Name,Market,entry,exit,entry_px,exit_px,ret,reason,hold_days,sell_tax
003520,영진약품,KOSPI,2016-03-25,2016-07-26,162.45443786982233,685.0177514792888,3.202763192467817,trend,123,0.003
257720,실리콘투,KOSDAQ,2024-03-21,2024-08-06,36.8666896551724,131.46068965517242,2.5583521286511273,trend,138,0.0018
011200,HMM,KOSPI,2020-10-22,2021-02-01,38.066532868126046,65.82048352734114,0.7245956221896526,trend,102,0.0023
138080,오이솔루션,KOSDAQ,2019-05-02,2019-08-19,146.59695652173863,249.06608695652093,0.6942289417057588,trend,109,0.0025
353200,대덕전자,KOSPI,2025-09-10,2026-01-08,259.3293051359517,437.1903323262839,0.6819732160285923,trend,120,0.002
307950,현대오토에버,KOSPI,2020-11-13,2021-03-08,85.62750845546796,137.82976324689986,0.6054590643554472,trend,115,0.0023
001430,세아베스틸,KOSPI,2021-04-09,2021-07-20,80.07951807228899,118.23694779116443,0.47265593838794606,trend,102,0.0023
034730,SK,KOSPI,2026-04-24,2026-07-14,302.50494296577915,436.3878326996191,0.4392633949947895,trend,81,0.002
037270,YG PLUS,KOSPI,2025-05-29,2025-09-10,158.74524714828857,225.40380228136823,0.41735352918619095,trend,104,0.0015
006110,삼아알미늄,KOSPI,2021-08-20,2021-11-02,656.5485714285704,931.4666666666652,0.41504415207142875,trend,74,0.0023
039200,오스코텍,KOSDAQ,2018-03-13,2018-06-07,1045.5652173913015,1415.6413043478215,0.34948099383146336,trend,86,0.003
000660,SK하이닉스,KOSPI,2016-12-09,2017-08-14,130.92236286919803,176.86075949367026,0.346425489558283,trend,248,0.003
178920,SKC코오롱PI,KOSDAQ,2017-07-06,2017-10-17,308.0026385224274,412.1029023746702,0.33357028604567596,trend,103,0.003
031330,에스에이엠티,KOSDAQ,2026-05-07,2026-07-03,365.32689655172373,487.2993103448271,0.3308045331812788,trend,57,0.002
035720,카카오,KOSPI,2020-07-06,2020-09-10,351.2894117647059,460.25411764705893,0.30651703132686703,trend,66,0.0025
028260,삼성물산,KOSPI,2025-11-27,2026-02-09,210.15398230088408,273.78761061946756,0.29979927368929493,trend,74,0.002
068270,셀트리온,KOSPI,2020-06-02,2020-07-30,597.8210116731509,775.3592736705571,0.29334462691830354,trend,58,0.0025
005930,삼성전자,KOSPI,2026-04-24,2026-07-09,43.77484467249865,56.15458637474971,0.27985491703440024,trend,76,0.002
103140,풍산,KOSPI,2024-04-05,2024-05-23,192.78987341772077,240.38625678119257,0.2442641156390586,trend,48,0.0018
005930,삼성전자,KOSPI,2016-12-09,2017-05-31,137.401833460657,169.9420932009167,0.23274460126162277,trend,173,0.003
000030,우리은행,KOSPI,2016-10-20,2017-05-30,95.99312977099218,116.94122137404554,0.21420536551726888,trend,222,0.003
031330,에스에이엠티,KOSDAQ,2021-06-15,2021-11-04,189.80413793103443,230.80183908045964,0.21283891282555678,trend,142,0.0023
009150,삼성전기,KOSPI,2025-09-04,2025-11-14,251.72195121951182,305.7001434720225,0.21225012066718518,trend,71,0.0015
397030,에이프릴바이오,KOSDAQ,2025-12-05,2026-01-15,195.58489702517187,235.68329519450836,0.20224674036993884,trend,41,0.002
105560,KB금융,KOSPI,2016-12-09,2017-06-02,104.24608076009508,125.4019002375299,0.1989720392368155,trend,175,0.003
000660,SK하이닉스,KOSPI,2026-01-28,2026-03-05,2283.037974683531,2739.9381153305053,0.19736825804706726,trend,36,0.002
336570,원텍,KOSDAQ,2025-06-04,2025-08-04,308.4945454545449,368.6551515151509,0.19286281455050225,trend,61,0.0015
278470,에이피알,KOSPI,2025-08-01,2025-09-04,56.74318110236229,67.26677165354342,0.18332649526193245,trend,34,0.0015
023530,롯데쇼핑,KOSPI,2026-04-17,2026-06-01,29.66512315270936,35.052906403940874,0.17890280214315335,trend,45,0.002
208710,바이오로그디바이스,KOSDAQ,2021-05-18,2021-06-11,204.9545454545455,242.2418181818183,0.17885691863452702,trend,24,0.0023
010120,LS ELECTRIC,KOSPI,2023-07-03,2023-09-26,119.22152466367686,140.0780269058293,0.17223711203046332,trend,85,0.002
